7.38552,44.7694
7.37433,44.7691
7.36593,44.7688
7.36026,44.7687
7.3573,44.7686
7.35698,44.7686
7.35926,44.7687
7.36411,44.7689
7.37146,44.7692
7.38127,44.7695
7.3935,44.7699
7.4081,44.7704
7.42502,44.771
7.44422,44.7717
7.46565,44.7724
7.48927,44.7732
7.51502,44.7741
7.54286,44.775
7.57275,44.776
7.60464,44.7771
7.63847,44.7782
7.67422,44.7794
7.71182,44.7806
7.75123,44.782
7.79241,44.7833
7.8353,44.7847
7.87987,44.7862
7.92607,44.7877
7.97385,44.7893
8.02316,44.791
8.07395,44.7926
8.12619,44.7943
8.17982,44.7961
8.23479,44.7979
8.29107,44.7998
8.3486,44.8017
8.40734,44.8036
8.46724,44.8055
8.52825,44.8075
8.59033,44.8096
8.65344,44.8116
8.71751,44.8137
8.78252,44.8158
8.84841,44.818
8.91514,44.8202
8.98265,44.8224
9.05091,44.8246
9.11986,44.8268
9.18946,44.8291
9.25967,44.8314
9.33043,44.8336
9.4017,44.836
9.47344,44.8383
9.54559,44.8406
9.61812,44.8429
9.69097,44.8453
9.76409,44.8476
9.83745,44.85
9.91099,44.8524
9.98467,44.8547
10.0584,44.8571
10.1323,44.8594
10.2061,44.8618
10.2798,44.8642
10.3535,44.8665
10.427,44.8688
10.5004,44.8712
10.5735,44.8735
10.6463,44.8758
10.7188,44.8781
10.791,44.8804
10.8627,44.8826
10.9339,44.8849
11.0047,44.8871
11.0737,44.8892
11.141,44.8913
11.2078,44.8934
11.2741,44.8955
11.3398,44.8975
11.405,44.8996
11.4697,44.9016
11.5338,44.9035
11.5974,44.9055
11.6605,44.9074
11.7231,44.9094
11.7852,44.9113
11.8467,44.9131
11.9078,44.915
11.9683,44.9168
12.0284,44.9187
12.0879,44.9205
12.147,44.9223
12.2056,44.924
12.2636,44.9258
12.3212,44.9275
12.3783,44.9292
12.435,44.9309
12.4911,44.9326
12.5468,44.9343
12.602,44.9359
12.6567,44.9375
12.711,44.9391
12.7648,44.9407
12.8182,44.9423
12.8711,44.9439
12.9235,44.9454
12.9755,44.947
13.0271,44.9485
13.0782,44.95
13.1288,44.9514
13.1791,44.9529
13.2289,44.9544
13.2782,44.9558
13.3272,44.9572
13.3757,44.9586
13.4238,44.96
13.4715,44.9614
13.5187,44.9628
13.5656,44.9641
13.612,44.9655
13.658,44.9668
13.7037,44.9681
13.7489,44.9694
13.7937,44.9707
13.8381,44.9719
13.8822,44.9732
13.9258,44.9745
13.9691,44.9757
14.012,44.9769
14.0545,44.9781
14.0966,44.9793
14.1384,44.9805
14.1798,44.9817
14.2208,44.9828
14.2615,44.984
14.3018,44.9851
14.3417,44.9863
14.3813,44.9874
14.4205,44.9885
14.4594,44.9896
14.4979,44.9907
14.5361,44.9917
14.574,44.9928
14.6115,44.9939
14.6487,44.9949
14.6856,44.996
14.7221,44.997
14.7583,44.998
14.7942,44.999
14.8297,45
14.865,45.001
14.9095,45.0023
14.9535,45.0035
14.9971,45.0048
15.0403,45.006
15.0831,45.0072
15.1256,45.0084
15.1677,45.0096
15.2096,45.0107
15.2513,45.0119
15.2928,45.0131
15.3341,45.0142
15.3753,45.0153
15.4164,45.0164
15.4575,45.0175
15.4985,45.0186
15.5395,45.0197
15.5806,45.0208
15.6218,45.0219
15.663,45.0229
15.7045,45.024
15.7461,45.025
15.7879,45.026
15.83,45.0271
15.8723,45.0281
15.915,45.0291
15.9581,45.0301
16.0015,45.0311
16.0454,45.032
16.0897,45.033
16.1345,45.034
16.1798,45.0349
16.2257,45.0359
16.2723,45.0369
16.3194,45.0378
16.3672,45.0387
16.4157,45.0397
16.465,45.0406
16.515,45.0415
16.5658,45.0424
16.6175,45.0434
16.67,45.0443
16.7235,45.0452
16.7779,45.0461
16.8333,45.047
16.8896,45.0479
16.9471,45.0487
17.0056,45.0496
17.0652,45.0505
17.126,45.0514
17.188,45.0523
17.2512,45.0532
17.3157,45.054
17.3814,45.0549
17.4485,45.0558
17.5169,45.0567
17.5867,45.0575
17.658,45.0584
17.7307,45.0593
17.8049,45.0601
17.8806,45.061
17.9222,45.0615
17.9643,45.062
18.0067,45.0624
18.0496,45.0629
18.093,45.0634
18.1367,45.0638
18.1809,45.0643
18.2255,45.0648
18.2704,45.0653
18.3158,45.0657
18.3615,45.0662
18.4076,45.0667
18.454,45.0671
18.5008,45.0676
18.548,45.0681
18.5954,45.0685
18.6432,45.069
18.6914,45.0694
18.7398,45.0699
18.7885,45.0704
18.8376,45.0708
18.8869,45.0713
18.9365,45.0717
18.9863,45.0722
19.0365,45.0726
19.0869,45.0731
19.1375,45.0735
19.1883,45.074
19.2394,45.0744
19.2908,45.0749
19.3423,45.0753
19.394,45.0758
19.446,45.0762
19.4981,45.0766
19.5504,45.0771
19.6028,45.0775
19.6555,45.0779
19.7083,45.0784
19.7612,45.0788
19.8143,45.0792
19.8675,45.0796
19.9208,45.08
19.9743,45.0805
20.0278,45.0809
20.0815,45.0813
20.1353,45.0817
20.1891,45.0821
20.243,45.0825
20.297,45.0829
20.351,45.0833
20.4051,45.0837
20.4592,45.0841
20.5133,45.0844
20.5675,45.0848
20.6217,45.0852
20.6759,45.0856
20.7301,45.086
20.7843,45.0863
20.8385,45.0867
20.8927,45.087
20.9468,45.0874
21.0009,45.0877
21.0549,45.0881
21.1089,45.0884
21.1629,45.0888
21.2167,45.0891
21.2705,45.0894
21.3242,45.0898
21.3777,45.0901
21.4312,45.0904
21.4846,45.0907
21.5378,45.091
21.5909,45.0913
21.6439,45.0916
21.6968,45.0919
21.7494,45.0922
21.802,45.0925
21.8543,45.0928
21.9065,45.0931
21.9584,45.0933
22.0102,45.0936
22.0618,45.0939
22.1132,45.0941
22.1643,45.0944
22.2153,45.0946
22.266,45.0948
22.3164,45.0951
22.3666,45.0953
22.4165,45.0955
22.4662,45.0957
22.5156,45.0959
22.5647,45.0962
22.6135,45.0963
22.662,45.0965
22.7103,45.0967
22.7581,45.0969
22.8057,45.0971
22.8529,45.0972
22.8998,45.0974
22.9464,45.0976
22.9925,45.0977
23.0384,45.0978
23.0838,45.098
23.1289,45.0981
23.1735,45.0982
23.2178,45.0983
23.2617,45.0985
23.3051,45.0986
23.3481,45.0986
23.3907,45.0987
23.4329,45.0988
23.4998,45.0989
23.5655,45.099
23.6302,45.0991
23.6938,45.0992
23.7563,45.0992
23.8178,45.0992
23.8784,45.0992
23.9379,45.0992
23.9966,45.0991
24.0543,45.0991
24.1112,45.099
24.1672,45.0988
24.2224,45.0987
24.2768,45.0985
24.3305,45.0984
24.3834,45.0982
24.4356,45.0979
24.4871,45.0977
24.538,45.0974
24.5883,45.0971
24.638,45.0967
24.6871,45.0964
24.7357,45.096
24.7838,45.0956
24.8314,45.0952
24.8785,45.0947
24.9252,45.0942
24.9716,45.0937
25.0176,45.0931
25.0632,45.0926
25.1085,45.092
25.1536,45.0913
25.1984,45.0907
25.243,45.09
25.2873,45.0892
25.3316,45.0885
25.3756,45.0877
25.4196,45.0869
25.4635,45.086
25.5073,45.0851
25.5512,45.0842
25.595,45.0833
25.6388,45.0823
25.6827,45.0813
25.7267,45.0802
25.7709,45.0792
25.8151,45.078
25.8596,45.0769
25.9042,45.0757
25.9491,45.0745
25.9942,45.0732
26.0396,45.0719
26.0854,45.0706
26.1315,45.0692
26.1779,45.0678
26.2248,45.0664
26.2721,45.0649
26.3198,45.0634
26.368,45.0618
26.4168,45.0603
26.4661,45.0586
26.5159,45.0569
26.5664,45.0552
26.6175,45.0535
26.6692,45.0517
26.7216,45.0498
26.7748,45.048
26.8287,45.046
26.8833,45.0441
26.9237,45.0426
26.9645,45.0411
27.0058,45.0396
27.0474,45.0381
27.0895,45.0366
27.1319,45.035
27.1747,45.0334
27.2179,45.0318
27.2614,45.0302
27.3054,45.0285
27.3496,45.0268
27.3943,45.0251
27.4392,45.0234
27.4846,45.0217
27.5302,45.0199
27.5761,45.0181
27.6224,45.0163
27.669,45.0145
27.7159,45.0127
27.763,45.0108
27.8105,45.0089
27.8582,45.007
27.9063,45.0051
27.9545,45.0032
28.0031,45.0012
28.0519,44.9992
28.1009,44.9973
28.1502,44.9952
28.1997,44.9932
28.2494,44.9912
28.2994,44.9891
28.3495,44.987
28.3999,44.9849
28.4504,44.9828
28.5012,44.9806
28.5521,44.9785
28.6032,44.9763
28.6545,44.9741
28.7059,44.9719
28.7575,44.9697
28.8093,44.9674
28.8612,44.9652
28.9132,44.9629
28.9653,44.9606
29.0176,44.9583
29.07,44.956
29.1225,44.9536
29.1751,44.9513
29.2277,44.9489
29.2805,44.9465
29.3334,44.9441
29.3863,44.9417
29.4393,44.9393
29.4923,44.9369
29.5454,44.9344
29.5985,44.9319
29.6517,44.9294
29.7049,44.9269
29.7581,44.9244
29.8114,44.9219
29.8646,44.9193
29.9179,44.9168
29.9712,44.9142
30.0244,44.9116
30.0776,44.909
30.1308,44.9064
30.184,44.9038
30.2371,44.9012
30.2902,44.8985
30.3432,44.8958
30.3962,44.8932
30.4491,44.8905
30.502,44.8878
30.5547,44.8851
30.6074,44.8824
30.6599,44.8796
30.7124,44.8769
30.7648,44.8741
30.817,44.8714
30.8692,44.8686
30.9212,44.8658
30.973,44.863
31.0247,44.8602
31.0763,44.8574
31.1277,44.8545
31.179,44.8517
31.2301,44.8489
31.281,44.846
31.3317,44.8431
31.3822,44.8403
31.4325,44.8374
31.4827,44.8345
31.5326,44.8316
31.5823,44.8287
31.6343,44.8256
31.6887,44.8223
31.7429,44.8191
31.7967,44.8158
31.8503,44.8125
31.9037,44.8092
31.9568,44.8059
32.0096,44.8025
32.0622,44.7991
32.1146,44.7957
32.1668,44.7922
32.2187,44.7888
32.2704,44.7852
32.3219,44.7817
32.3732,44.7781
32.4243,44.7744
32.4752,44.7707
32.526,44.767
32.5765,44.7632
32.6269,44.7593
32.6771,44.7554
32.7271,44.7514
32.7769,44.7474
32.8267,44.7433
32.8762,44.7391
32.9256,44.7349
32.9749,44.7306
33.0241,44.7262
33.0731,44.7218
33.122,44.7173
33.1708,44.7127
33.2195,44.708
33.268,44.7032
33.3165,44.6983
33.3649,44.6934
33.4132,44.6884
33.4614,44.6832
33.5095,44.678
33.5576,44.6727
33.6056,44.6672
33.6535,44.6617
33.7014,44.6561
33.7493,44.6503
33.7971,44.6445
33.8448,44.6385
33.8925,44.6324
33.9402,44.6262
33.9879,44.6199
34.0356,44.6134
34.0832,44.6069
34.1309,44.6002
34.1786,44.5934
34.2262,44.5864
34.2739,44.5793
34.3216,44.5721
34.3693,44.5647
34.417,44.5572
34.4648,44.5495
34.5126,44.5418
34.5605,44.5338
34.6084,44.5257
34.6564,44.5175
34.7045,44.5091
34.7526,44.5005
34.8008,44.4918
34.849,44.4829
34.8974,44.4738
34.9458,44.4646
34.9944,44.4552
35.043,44.4457
35.0917,44.436
35.1406,44.4261
35.1896,44.416
35.2387,44.4057
35.2879,44.3953
35.3373,44.3846
35.3868,44.3738
35.4365,44.3628
35.4863,44.3516
35.5363,44.3402
35.5864,44.3286
35.6367,44.3168
35.6872,44.3048
35.7378,44.2926
35.7887,44.2802
35.8397,44.2675
35.8858,44.256
35.9321,44.2443
35.9785,44.2324
36.025,44.2204
36.0717,44.2081
36.1185,44.1958
36.1655,44.1832
36.2126,44.1705
36.2598,44.1577
36.3071,44.1446
36.3546,44.1315
36.4021,44.1181
36.4498,44.1046
36.4976,44.091
36.5454,44.0772
36.5934,44.0633
36.6414,44.0492
36.6895,44.0349
36.7377,44.0205
36.786,44.006
36.8343,43.9913
36.8827,43.9765
36.9312,43.9615
36.9797,43.9464
37.0282,43.9312
37.0768,43.9158
37.1255,43.9003
37.1742,43.8846
37.2229,43.8688
37.2716,43.8529
37.3204,43.8369
37.3692,43.8207
37.418,43.8044
37.4668,43.788
37.5156,43.7714
37.5644,43.7547
37.6133,43.7379
37.6621,43.721
37.7108,43.704
37.7596,43.6868
37.8084,43.6696
37.8571,43.6522
37.9058,43.6347
37.9544,43.6171
38.003,43.5993
38.0516,43.5815
38.1001,43.5636
38.1486,43.5455
38.197,43.5274
38.2453,43.5091
38.2936,43.4907
38.3418,43.4723
38.3899,43.4537
38.4379,43.435
38.4859,43.4163
