-3.50785094913917 -1.82699324768444 0
-0.339581707099317 -4.26867994748267 0
2.82861348928395 -6.71039850665082 0
5.99682426989565 -9.15218237672226 0
9.16519096202081 -11.5938518161091 0
12.3339993926946 -14.0350821845813 0
15.5024163634138 -16.4769215032072 0
18.6708812021645 -18.9186993866721 0
21.839390926064 -21.360414291577 0
25.0079443972227 -23.8020676159705 0
28.1765577556645 -26.2436737970968 0
31.3452239506931 -28.6852008036336 0
34.5142716921535 -31.1261835955738 0
37.6832392956751 -33.5672679369992 0
40.8519989985735 -36.0086196110839 0
44.0208067274387 -38.4499300846552 0
47.1896567963862 -40.8911757768056 0
50.3585226725576 -43.3323639236154 0
53.5276583559288 -45.7731927325187 0
56.6969483608961 -48.2138138467843 0
59.8659095476123 -50.6548817486763 0
63.0349038121039 -53.0958983774951 0
66.2039096110988 -55.5368688270146 0
69.3729364274795 -57.9778039343314 0
72.5419837275201 -60.4187063243258 0
75.7110582041377 -62.859583147315 0
78.8806377188455 -65.2997903043481 0
82.0498667147041 -67.7404311319913 0
85.2189841956707 -70.1812099743548 0
88.3881153524713 -72.6219664114401 0
91.5572629486422 -75.0627036435931 0
94.726422131807 -77.5034153391338 0
97.8955841530575 -79.9441057624485 0
101.064991054008 -82.3844684110862 0
104.234533582744 -84.8246470176632 0
107.403713271846 -87.2652970850734 0
110.572895326443 -89.7059341924556 0
113.742074823062 -92.1465615749931 0
116.911252854807 -94.5871831761631 0
120.080428366499 -97.0278010213022 0
123.249598972289 -99.4684158668608 0
126.419242301733 -101.908401827941 0
129.588525424741 -104.348852999472 0
132.757673527063 -106.789474378827 0
135.926811194349 -109.230100818539 0
139.095932277631 -111.670731286975 0
142.265036438994 -114.111375069705 0
145.434129401893 -116.55203347236 0
148.603442438931 -118.992396105882 0
151.772872432244 -121.432598199853 0
154.941910309072 -123.873300538885 0
158.110930682971 -126.314027809228 0
161.279943813129 -128.754779112596 0
164.448945711828 -131.195549059987 0
167.617934207221 -133.636335188064 0
170.786905460373 -136.077136169769 0
173.956341914386 -138.517333440751 0
177.125423486664 -140.958006885497 0
180.294365661997 -143.398864559138 0
183.463298499101 -145.839737388083 0
186.632218177902 -148.280621141334 0
189.801125829916 -150.721522434641 0
192.970029547096 -153.162440198508 0
196.139160045349 -155.603063920687 0
199.308421856622 -158.043517922987 0
202.477300254252 -160.484468381493 0
205.646170086805 -162.925433442103 0
208.815038606784 -165.366411445809 0
211.983901907504 -167.807398380294 0
215.152759437985 -170.248393238565 0
218.321610115057 -172.689395419729 0
221.490932128901 -175.129784459475 0
224.659907750304 -177.570633261033 0
227.828749035463 -180.011660156364 0
230.997588093101 -182.452693262649 0
234.166423710254 -184.893730268324 0
237.33525690542 -187.334773713379 0
240.504444684209 -189.775358992939 0
243.673530885242 -192.216078556696 0
246.842363475056 -194.657132812951 0
250.011196461973 -197.098189410735 0
253.180029934697 -199.539247580023 0
256.348864932938 -201.980307388518 0
259.517702537668 -204.42136783494 0
262.686651830914 -206.862283439642 0
265.855979684677 -209.302707288558 0
269.02483776334 -211.743749454592 0
272.193687174139 -214.18480466601 0
275.362541396729 -216.625857325069 0
